symbTr,MBID,Tonic_Annotation_(Hz)
sedaraban--sazsemaisi--aksaksemai--tanburi_cemil_bey,71a4390f-6024-4f01-808d-a36e6432f9eb,219.2341
sedaraban--sazsemaisi--aksaksemai--tanburi_cemil_bey,eddb2156-a82b-45b8-a69f-4a151c9fce6e,251.0523
sedaraban--sazsemaisi--aksaksemai--tanburi_cemil_bey,d544b9fe-246a-4bcc-910d-682a5b4677e1,220.7873
sedaraban--sazsemaisi--aksaksemai--tanburi_cemil_bey,e32d856b-6c47-40e8-9310-1236981444ed,219.7
sedaraban--sazsemaisi--aksaksemai--tanburi_cemil_bey,efae832f-1b2c-4e3f-b7e6-62e08353b9b4,226.0161
sedaraban--sazsemaisi--aksaksemai--tanburi_cemil_bey,612634a2-a285-4ecd-8200-4c020acd0141,218.7081
sevkefza--sazsemaisi--aksaksemai--said_dede,d898b79b-e79a-4a61-9d32-481ce8620090,391.99
sevkefza--sazsemaisi--aksaksemai--said_dede,adf845de-f2a5-48f2-91c3-862d4fbca705,398.84
sevkefza--sazsemaisi--aksaksemai--said_dede,57881591-3a1c-4c11-aa37-4f0e509bbff7,394.95
sevkefza--sazsemaisi--aksaksemai--said_dede,a0cac3d2-2c80-4710-985e-0c8ba73a4c26,391.99
sevkefza--sazsemaisi--aksaksemai--said_dede,09053a05-182d-4335-8618-34365c9b2ad1,349.22
suzidilara--sazsemaisi--aksaksemai--tanburi_cemil_bey,3979929f-020c-4b91-a274-e06131363a14,285.2448
suzidilara--sazsemaisi--aksaksemai--tanburi_cemil_bey,c8b02816-291b-49b0-8623-31a92eef4567,293.3767
ussak--sazsemaisi--aksaksemai--dede_salih_efendi,64ab7fb3-e754-4121-b25f-02bedf331380,160.9746
ussak--sazsemaisi--aksaksemai--dede_salih_efendi,457d9db5-b3a0-4663-b46f-2ed0c6ce5eb0,164.7184
ussak--sazsemaisi--aksaksemai--dede_salih_efendi,e72db0ad-2ed9-467b-88ae-1f91edcd2c59,334.9488
ussak--sazsemaisi--aksaksemai--dede_salih_efendi,0756f4f9-7fe2-48a8-b1c8-47ef8be9377f,333.6643
ussak--sazsemaisi--aksaksemai--dede_salih_efendi,57d32c96-dd58-4212-8a33-5a7ab4824604,165.1836
ussak--sazsemaisi--aksaksemai--dede_salih_efendi,daced1cb-7889-4662-9b71-36e33aae548c,270.9502
ussak--sazsemaisi--aksaksemai--dede_salih_efendi,3a04bd08-78cf-4199-a7dd-6a23d2e1a400,500.7031
ussak--sazsemaisi--aksaksemai--dede_salih_efendi,a32e3aa7-d685-44a0-889a-a533da6ee840,446.2586
ussak--sazsemaisi--aksaksemai--dede_salih_efendi,0e71c8b4-e1e7-446c-a639-eb9b5a3ab8d9,246.2386
ussak--sazsemaisi--aksaksemai--neyzen_aziz_dede,9a7d391f-90a6-4f2d-a0d2-5e6a5365b149,334.0785
ussak--sazsemaisi--aksaksemai--neyzen_aziz_dede,86721a3a-268f-4422-8803-73a196d2a571,440
ussak--sazsemaisi--aksaksemai--neyzen_aziz_dede,9b869a16-0ab0-43a2-a51e-2a03e9484e70,249.3285
ussak--sazsemaisi--aksaksemai--neyzen_aziz_dede,f970f1e0-0be9-4914-8302-709a0eac088e,391.2284
yegah--sazsemaisi--aksaksemai--aziz_dede,3ff9a9ce-de66-4efc-a62c-7bf9481273ab,296.8455
yegah--sazsemaisi--aksaksemai--aziz_dede,4516825a-e246-4355-836b-0fc632ea7b24,268.1608
